[rosmaster.main][INFO] 2021-05-09 10:49:46,477: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-05-09 10:49:46,477: Starting ROS Master Node
[rosmaster.master][INFO] 2021-05-09 10:50:13,620: +PUB [/wam_v/camera/front/image_raw/compressed/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,621: +PARAM [/wam_v/camera/left/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,622: +PUB [/wam_v/camera/front/image_raw/compressed/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,623: +PARAM [/wam_v/camera/right/image_raw/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,626: +PUB [/wam_v/camera/left/image_raw/compressed] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,628: +SERVICE [/wam_v/camera/left/image_raw/compressed/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,629: +PARAM [/wam_v/camera/right/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,635: +PARAM [/wam_v/camera/rear/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,636: +PUB [/wam_v/camera/right/image_raw/compressed] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,637: +PUB [/wam_v/camera/left/image_raw/compressed/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,638: +PARAM [/wam_v/camera/rear/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,641: +SERVICE [/wam_v/camera/right/image_raw/compressed/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,645: +PUB [/wam_v/camera/left/image_raw/compressed/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,646: +PARAM [/wam_v/camera/rear/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,648: +PARAM [/wam_v/camera/rear/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,646: +PUB [/wam_v/camera/right/image_raw/compressed/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,650: +PARAM [/wam_v/camera/rear/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,651: +PUB [/wam_v/camera/right/image_raw/compressed/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,652: +PARAM [/wam_v/camera/rear/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,657: +PARAM [/wam_v/camera/front/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,660: +PARAM [/wam_v/camera/left/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,661: +PARAM [/wam_v/camera/front/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,662: +PUB [/wam_v/camera/rear/image_raw] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,664: +PARAM [/wam_v/camera/front/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,665: +PARAM [/wam_v/camera/front/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,668: +PUB [/wam_v/camera/rear/image_raw/theora] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,669: +PARAM [/wam_v/camera/front/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,670: +SERVICE [/wam_v/camera/rear/image_raw/theora/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,671: +PARAM [/wam_v/camera/front/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,675: +PUB [/wam_v/camera/rear/image_raw/theora/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,677: +PUB [/wam_v/camera/front/image_raw] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,678: +PUB [/wam_v/camera/rear/image_raw/theora/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,679: +PUB [/wam_v/camera/front/image_raw/theora] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,681: +SERVICE [/wam_v/camera/front/image_raw/theora/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,683: +PUB [/wam_v/camera/front/image_raw/theora/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,676: +PARAM [/wam_v/camera/right/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,685: +PUB [/wam_v/camera/front/image_raw/theora/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,691: +PARAM [/wam_v/camera/left/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,692: +PARAM [/wam_v/camera/left/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,693: +PARAM [/wam_v/camera/left/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,694: +PARAM [/wam_v/camera/right/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,695: +PARAM [/wam_v/camera/rear/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,696: +PARAM [/wam_v/camera/front/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,697: +PARAM [/wam_v/camera/front/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,697: +PARAM [/wam_v/camera/right/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,698: +PARAM [/wam_v/camera/rear/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,699: +PARAM [/wam_v/camera/left/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,700: +PARAM [/wam_v/camera/left/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,701: +PUB [/wam_v/camera/left/image_raw] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,702: +PUB [/wam_v/camera/left/image_raw/theora] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,703: +PARAM [/wam_v/camera/right/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,704: +SERVICE [/wam_v/camera/left/image_raw/theora/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,707: +PARAM [/wam_v/camera/rear/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,708: +PUB [/wam_v/camera/left/image_raw/theora/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,709: +PARAM [/wam_v/camera/front/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,711: +PARAM [/wam_v/camera/front/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,712: +PARAM [/wam_v/camera/front/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,713: +PARAM [/wam_v/camera/front/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,710: +PUB [/wam_v/camera/left/image_raw/theora/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,714: +PARAM [/wam_v/camera/front/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,716: +PARAM [/wam_v/camera/front/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,718: +PUB [/wam_v/camera/front/camera_info] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,720: +PARAM [/wam_v/camera/rear/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,721: +PARAM [/wam_v/camera/rear/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,723: +PARAM [/wam_v/camera/rear/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,724: +PARAM [/wam_v/camera/rear/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,725: +PARAM [/wam_v/camera/rear/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,726: +PUB [/wam_v/camera/rear/camera_info] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,727: +PARAM [/wam_v/camera/right/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,728: +PARAM [/wam_v/camera/right/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,729: +PARAM [/wam_v/camera/left/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,729: +PUB [/wam_v/camera/right/image_raw] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,730: +PARAM [/wam_v/camera/left/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,731: +PUB [/wam_v/camera/right/image_raw/theora] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,732: +PARAM [/wam_v/camera/left/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,733: +SERVICE [/wam_v/camera/right/image_raw/theora/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,734: +PARAM [/wam_v/camera/left/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,735: +PUB [/wam_v/camera/right/image_raw/theora/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,736: +PARAM [/wam_v/camera/left/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,737: +PUB [/wam_v/camera/right/image_raw/theora/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,738: +PARAM [/wam_v/camera/left/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,739: +PARAM [/wam_v/camera/left/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,744: +PARAM [/wam_v/camera/left/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,746: +PUB [/wam_v/camera/left/camera_info] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:13,749: +PARAM [/wam_v/camera/right/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,751: +PARAM [/wam_v/camera/right/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,752: +PARAM [/wam_v/camera/right/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,752: +PARAM [/wam_v/camera/right/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,753: +PARAM [/wam_v/camera/right/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,754: +PARAM [/wam_v/camera/right/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,755: +PARAM [/wam_v/camera/right/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,756: +PARAM [/wam_v/camera/right/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:50:13,757: +PUB [/wam_v/camera/right/camera_info] /gazebo http://shang:43991/
[rosmaster.master][ERROR] 2021-05-09 10:50:14,483: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 435, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2021-05-09 10:50:14,485: +PUB [/scan] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:50:16,753: +SUB [/left_motor/driving_force] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,757: +SUB [/right_motor/driving_force] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,761: +SUB [/robot_pose_ekf/odom_combined] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,768: +SUB [/wam_v/camera/front/image_raw] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,774: +SUB [/wam_v/camera/left/image_raw] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,780: +SUB [/wam_v/camera/right/image_raw] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,785: +SUB [/wam_v/camera/rear/image_raw] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,791: +SUB [/velodyne_points] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,797: +SUB [/scan] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,800: +SUB [/visualization_marker_array] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,802: -SUB [/visualization_marker_array] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,805: +SUB [/object_recognition_node/detected_objects/marker] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,811: -PUB [/goal] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,812: -PUB [/initialpose] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,816: +PUB [/initialpose] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,818: +PUB [/goal] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,819: +PUB [/move_base_simple/goal] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,819: -PUB [/goal] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,820: +PUB [/clicked_point] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:16,867: +SERVICE [/rviz/reload_shaders] /rviz http://shang:37715/
[rosmaster.master][INFO] 2021-05-09 10:50:41,376: -SUB [/clock] /wam_v/controller_spawner http://shang:38271/
[rosmaster.master][INFO] 2021-05-09 10:50:41,376: -PUB [/rosout] /wam_v/controller_spawner http://shang:38271/
[rosmaster.master][INFO] 2021-05-09 10:50:41,377: -SERVICE [/wam_v/controller_spawner/get_loggers] /wam_v/controller_spawner rosrpc://shang:35649
[rosmaster.master][INFO] 2021-05-09 10:50:41,377: -SERVICE [/wam_v/controller_spawner/set_logger_level] /wam_v/controller_spawner rosrpc://shang:35649
[rosmaster.master][INFO] 2021-05-09 10:50:41,409: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:46487/', 'http://shang:32813/', 'http://shang:34957/', 'http://shang:35195/', 'http://shang:38471/', 'http://shang:37715/', 'http://shang:43333/', 'http://shang:43991/', 'http://shang:35083/', 'http://shang:45887/', 'http://shang:36613/']
[rosmaster.master][INFO] 2021-05-09 10:50:41,411: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:46487/', 'http://shang:32813/', 'http://shang:34957/', 'http://shang:35195/', 'http://shang:38471/', 'http://shang:37715/', 'http://shang:43333/', 'http://shang:43991/', 'http://shang:35083/', 'http://shang:45887/', 'http://shang:36613/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:21,596: +SERVICE [/rostopic_4244_1620528681217/get_loggers] /rostopic_4244_1620528681217 http://shang:36953/
[rosmaster.master][INFO] 2021-05-09 10:51:21,601: +SERVICE [/rostopic_4244_1620528681217/set_logger_level] /rostopic_4244_1620528681217 http://shang:36953/
[rosmaster.master][INFO] 2021-05-09 10:51:21,608: +PUB [/wam_v/twist] /rostopic_4244_1620528681217 http://shang:36953/
[rosmaster.master][INFO] 2021-05-09 10:51:26,938: -SUB [/clock] /urdf_spawner http://shang:36613/
[rosmaster.master][INFO] 2021-05-09 10:51:26,939: -PUB [/rosout] /urdf_spawner http://shang:36613/
[rosmaster.master][INFO] 2021-05-09 10:51:26,940: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:46487/', 'http://shang:32813/', 'http://shang:34957/', 'http://shang:35195/', 'http://shang:38471/', 'http://shang:37715/', 'http://shang:43333/', 'http://shang:43991/', 'http://shang:35083/', 'http://shang:45887/']
[rosmaster.master][INFO] 2021-05-09 10:51:26,940: -SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner rosrpc://shang:37921
[rosmaster.master][INFO] 2021-05-09 10:51:26,943: -SERVICE [/urdf_spawner/get_loggers] /urdf_spawner rosrpc://shang:37921
[rosmaster.master][INFO] 2021-05-09 10:51:26,943: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:46487/', 'http://shang:32813/', 'http://shang:34957/', 'http://shang:35195/', 'http://shang:38471/', 'http://shang:37715/', 'http://shang:43333/', 'http://shang:43991/', 'http://shang:35083/', 'http://shang:45887/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:26,944: +PARAM [/gazebo_gui/time_step] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,948: +PARAM [/gazebo_gui/max_update_rate] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,945: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,950: +PARAM [/gazebo_gui/gravity_x] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,955: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,958: +PARAM [/gazebo_gui/gravity_y] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,961: +PARAM [/gazebo_gui/gravity_z] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,967: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,970: +PARAM [/gazebo_gui/auto_disable_bodies] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,974: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,975: +PARAM [/gazebo_gui/sor_pgs_precon_iters] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,976: +PUB [/velodyne_points] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:26,978: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,982: +PARAM [/gazebo_gui/sor_pgs_iters] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,985: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,987: +PARAM [/gazebo_gui/sor_pgs_w] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,988: +PARAM [/gazebo_gui/sor_pgs_rms_error_tol] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,988: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,992: +PARAM [/gazebo_gui/cfm] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:26,994: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:26,998: +PARAM [/gazebo_gui/erp] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:27,000: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,001: +PARAM [/gazebo_gui/contact_surface_layer] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:27,006: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,008: +PARAM [/gazebo_gui/contact_max_correcting_vel] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:27,008: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,020: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,021: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,022: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,023: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:27,024: +PARAM [/gazebo_gui/max_contacts] by /gazebo_gui
[rosmaster.master][INFO] 2021-05-09 10:51:27,026: publisherUpdate[/velodyne_points] -> http://shang:38471/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:27,027: publisherUpdate[/velodyne_points] -> http://shang:38471/ ['http://shang:43991/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:27,028: publisherUpdate[/velodyne_points] -> http://shang:37715/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:27,030: publisherUpdate[/velodyne_points] -> http://shang:37715/ ['http://shang:43991/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:36,268: +SERVICE [/wam_v/controller_manager/list_controllers] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,270: +SERVICE [/wam_v/controller_manager/list_controller_types] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,271: +SERVICE [/wam_v/controller_manager/load_controller] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,273: +SERVICE [/wam_v/controller_manager/unload_controller] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,274: +SERVICE [/wam_v/controller_manager/switch_controller] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,276: +SERVICE [/wam_v/controller_manager/reload_controller_libraries] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,295: +PUB [/right_bbox/base_footprint/bounding_box] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,296: +PUB [/right_bbox/base_footprint/buoyancy] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,302: +PUB [/left_bbox/base_footprint/bounding_box] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,305: +PUB [/left_bbox/base_footprint/buoyancy] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,312: +PUB [/right_motor/bounding_box] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,314: +PUB [/right_motor/buoyancy] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,321: +PUB [/left_motor/bounding_box] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,327: +PUB [/left_motor/buoyancy] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,350: +PUB [/fix] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,352: +PUB [/fix_velocity] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,353: publisherUpdate[/fix] -> http://shang:46487/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:36,354: publisherUpdate[/fix] -> http://shang:35195/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:36,359: publisherUpdate[/fix] -> http://shang:46487/ ['http://shang:43991/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:36,360: publisherUpdate[/fix] -> http://shang:43333/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:36,362: publisherUpdate[/fix] -> http://shang:35195/ ['http://shang:43991/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:36,362: publisherUpdate[/fix_velocity] -> http://shang:35195/ ['http://shang:43991/']
[rosmaster.master][INFO] 2021-05-09 10:51:36,364: publisherUpdate[/fix_velocity] -> http://shang:35195/ ['http://shang:43991/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:36,367: publisherUpdate[/fix] -> http://shang:43333/ ['http://shang:43991/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:51:36,368: +SERVICE [/fix/position/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,373: +PUB [/fix/position/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,375: +PUB [/fix/position/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,386: +PARAM [/fix/position/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,392: +PARAM [/fix/position/offset] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,394: +PARAM [/fix/position/drift] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,396: +PARAM [/fix/position/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,399: +PARAM [/fix/position/scale_error] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,401: +SERVICE [/fix/velocity/set_parameters] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,404: +PUB [/fix/velocity/parameter_descriptions] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,409: +PUB [/fix/velocity/parameter_updates] /gazebo http://shang:43991/
[rosmaster.master][INFO] 2021-05-09 10:51:36,423: +PARAM [/fix/velocity/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,425: +PARAM [/fix/velocity/offset] by /gazebo
[rosmaster.master][INFO] 2021-05-09 10:51:36,427: +PARAM [/fix/velocity/drift] by /gazebo
